caseid,activity,ts,noise,outcome
2633,start_event_Loan  application received,2024-10-07 19:12:15.197,,Check  application  form completeness
2633,Check  application  form completeness,2024-10-07 19:54:40.948,,Appraise property
2634,start_event_Loan  application received,2024-10-08 01:33:05.633,,Check  application  form completeness
2634,Check  application  form completeness,2024-10-08 04:46:58.640,,Return application back to applicant
2635,start_event_Loan  application received,2024-10-08 20:36:45.040,,Check  application  form completeness
2635,Check  application  form completeness,2024-10-08 20:38:35.287,,Appraise property
2636,start_event_Loan  application received,2024-10-08 22:01:58.386,,Check  application  form completeness
2636,Check  application  form completeness,2024-10-08 22:15:14.736,,Check credit history
2637,start_event_Loan  application received,2024-10-09 21:03:13.609,,Check  application  form completeness
2637,Check  application  form completeness,2024-10-09 21:05:47.718,,Check credit history
2638,start_event_Loan  application received,2024-10-10 05:31:13.789,,Check  application  form completeness
2638,Check  application  form completeness,2024-10-10 05:47:39.495,,Return application back to applicant
2639,start_event_Loan  application received,2024-10-10 21:37:36.289,,Check  application  form completeness
2639,Check  application  form completeness,2024-10-10 21:57:24.153,,Check credit history
2640,start_event_Loan  application received,2024-10-11 03:55:16.019,,Check  application  form completeness
2640,Check  application  form completeness,2024-10-11 05:08:51.827,,Return application back to applicant
2641,start_event_Loan  application received,2024-10-13 14:33:32.620,,Assess loan risk
2641,Assess loan risk,2024-10-13 14:33:32.620,True,Check  application  form completeness
2642,start_event_Loan  application received,2024-10-15 00:42:22.558,,Check  application  form completeness
2642,Check  application  form completeness,2024-10-15 00:42:31.642,,Check credit history
2643,start_event_Loan  application received,2024-10-15 10:50:35.498,,Approve application
2643,Approve application,2024-10-15 10:50:35.498,True,Check  application  form completeness
2644,start_event_Loan  application received,2024-10-15 17:49:00.607,,Check  application  form completeness
2644,Check  application  form completeness,2024-10-15 18:40:39.323,,Check credit history
2645,start_event_Loan  application received,2024-10-17 06:39:16.318,,Check  application  form completeness
2645,Check  application  form completeness,2024-10-17 06:41:55.146,,Return application back to applicant
2646,start_event_Loan  application received,2024-10-18 12:41:27.965,,Check  application  form completeness
2646,Check  application  form completeness,2024-10-18 13:21:44.917,,Return application back to applicant
2647,start_event_Loan  application received,2024-10-20 06:29:36.317,,Check  application  form completeness
2647,Check  application  form completeness,2024-10-20 08:04:52.717,,Return application back to applicant
2648,start_event_Loan  application received,2024-10-20 10:08:05.983,,Check  application  form completeness
2648,Check  application  form completeness,2024-10-20 10:12:10.902,,Return application back to applicant
2649,start_event_Loan  application received,2024-10-23 20:03:04.455,,Check  application  form completeness
2649,Check  application  form completeness,2024-10-23 20:57:45.652,,Assess loan risk
2650,Cancel application,2024-10-24 00:43:31.673,True,start_event_Loan  application received
2650,start_event_Loan  application received,2024-10-24 10:53:41.403,,Check  application  form completeness
2651,start_event_Loan  application received,2024-10-27 16:48:09.580,,Check  application  form completeness
2651,Check  application  form completeness,2024-10-27 17:12:08.529,,Return application back to applicant
2652,start_event_Loan  application received,2024-10-28 18:10:04.193,,Check  application  form completeness
2652,Check  application  form completeness,2024-10-28 18:32:56.127,,Return application back to applicant
2653,start_event_Loan  application received,2024-10-28 21:49:00.641,,Check  application  form completeness
2653,Check  application  form completeness,2024-10-28 23:42:51.368,,Return application back to applicant
2654,Approve application,2024-10-29 13:06:08.646,True,start_event_Loan  application received
2654,start_event_Loan  application received,2024-11-01 08:31:00.863,,Check  application  form completeness
2655,start_event_Loan  application received,2024-11-03 03:52:14.105,,Check  application  form completeness
2655,Check  application  form completeness,2024-11-03 04:02:49.184,,Return application back to applicant
2656,start_event_Loan  application received,2024-11-03 15:19:23.412,,Check  application  form completeness
2656,Check  application  form completeness,2024-11-03 16:36:08.955,,end_event_Loan application rejected
2657,start_event_Loan  application received,2024-11-03 20:34:18.672,,Check  application  form completeness
2657,Check  application  form completeness,2024-11-03 21:24:26.437,,Check credit history
2658,start_event_Loan  application received,2024-11-04 04:17:30.364,,Check  application  form completeness
2658,Check  application  form completeness,2024-11-04 05:47:22.919,,Return application back to applicant
2659,start_event_Loan  application received,2024-11-06 14:27:15.501,,Check  application  form completeness
2659,Check  application  form completeness,2024-11-06 17:53:01.501,,Send home insurance quote
2660,start_event_Loan  application received,2024-11-06 17:01:20.522,,Check  application  form completeness
2660,Check  application  form completeness,2024-11-06 17:30:23.498,,Return application back to applicant
2661,start_event_Loan  application received,2024-11-06 21:03:24.453,,Check  application  form completeness
2661,Check  application  form completeness,2024-11-06 21:20:03.262,,end_event_Loan application rejected
2662,start_event_Loan  application received,2024-11-06 22:16:19.768,,Receive updated application
2662,Receive updated application,2024-11-06 22:16:19.768,True,Check  application  form completeness
2663,start_event_Loan  application received,2024-11-07 10:16:33.889,,Check  application  form completeness
2663,Check  application  form completeness,2024-11-07 10:30:04.842,,Return application back to applicant
2664,Reject application,2024-11-07 20:47:22.731,True,start_event_Loan  application received
2664,start_event_Loan  application received,2024-11-08 08:54:04.723,,Check  application  form completeness
2665,start_event_Loan  application received,2024-11-09 07:32:11.055,,Check  application  form completeness
2665,Check  application  form completeness,2024-11-09 10:47:29.005,,Return application back to applicant
2666,start_event_Loan  application received,2024-11-10 16:39:02.777,,Check  application  form completeness
2666,Check  application  form completeness,2024-11-10 18:46:50.327,,Return application back to applicant
2667,start_event_Loan  application received,2024-11-11 18:31:18.239,,Check  application  form completeness
2667,Check  application  form completeness,2024-11-11 19:00:15.686,,Assess eligibility
2668,start_event_Loan  application received,2024-11-13 11:26:48.735,,Check  application  form completeness
2668,Check  application  form completeness,2024-11-13 11:30:24.265,,Check credit history
2669,start_event_Loan  application received,2024-11-15 00:24:14.056,,Check  application  form completeness
2669,Check  application  form completeness,2024-11-15 01:54:37.152,,Appraise property
2670,start_event_Loan  application received,2024-11-15 00:32:43.660,,Check  application  form completeness
2670,Check  application  form completeness,2024-11-15 00:41:17.990,,Check credit history
2671,start_event_Loan  application received,2024-11-15 14:15:58.604,,Check  application  form completeness
2671,Check  application  form completeness,2024-11-15 15:31:50.282,,Check credit history
2672,start_event_Loan  application received,2024-11-18 02:18:58.923,,Check  application  form completeness
2672,Check  application  form completeness,2024-11-18 03:45:06.183,,Approve application
2673,start_event_Loan  application received,2024-11-18 05:48:38.860,,Check  application  form completeness
2673,Check  application  form completeness,2024-11-18 06:37:31.175,,Check credit history
2674,start_event_Loan  application received,2024-11-19 15:15:19.244,,Verify repayment agreement
2674,Verify repayment agreement,2024-11-19 15:15:19.244,True,Check  application  form completeness
2675,start_event_Loan  application received,2024-11-20 11:59:31.247,,Check  application  form completeness
2675,Check  application  form completeness,2024-11-20 12:05:03.390,,Return application back to applicant
2676,start_event_Loan  application received,2024-11-21 04:40:21.091,,Check  application  form completeness
2676,Check  application  form completeness,2024-11-21 06:27:02.564,,Return application back to applicant
2677,start_event_Loan  application received,2024-11-22 05:55:25.801,,Check  application  form completeness
2677,Check  application  form completeness,2024-11-22 07:02:50.368,,Appraise property
2678,start_event_Loan  application received,2024-11-22 23:55:21.366,,Check  application  form completeness
2678,Check  application  form completeness,2024-11-23 01:47:17.717,,Return application back to applicant
2679,start_event_Loan  application received,2024-11-23 13:01:03.952,,Check  application  form completeness
2679,Check  application  form completeness,2024-11-23 13:09:44.934,,Return application back to applicant
2680,start_event_Loan  application received,2024-11-23 14:21:22.835,,Check  application  form completeness
2680,Check  application  form completeness,2024-11-23 15:13:10.835,,Check credit history
2681,start_event_Loan  application received,2024-11-24 04:39:35.938,,Receive updated application
2681,Receive updated application,2024-11-24 04:39:35.938,True,Check  application  form completeness
2682,start_event_Loan  application received,2024-11-24 10:39:36.620,,Check  application  form completeness
2682,Check  application  form completeness,2024-11-24 13:33:15.760,,Return application back to applicant
2683,start_event_Loan  application received,2024-11-26 22:07:24.712,,Check  application  form completeness
2683,Check  application  form completeness,2024-11-26 23:26:06.219,,Check credit history
2684,start_event_Loan  application received,2024-11-27 18:47:31.244,,Check  application  form completeness
2684,Check  application  form completeness,2024-11-27 19:02:53.228,,Check credit history
2685,start_event_Loan  application received,2024-11-29 14:17:11.149,,Check  application  form completeness
2685,Check  application  form completeness,2024-11-29 16:40:16.957,,Check credit history
2686,start_event_Loan  application received,2024-11-30 09:33:29.967,,Check  application  form completeness
2686,Check  application  form completeness,2024-11-30 10:14:34.602,,Return application back to applicant
2687,start_event_Loan  application received,2024-11-30 22:54:01.661,,Check  application  form completeness
2687,Check  application  form completeness,2024-11-30 23:04:06.478,,Return application back to applicant
2688,start_event_Loan  application received,2024-12-02 16:24:57.780,,Check  application  form completeness
2688,Check  application  form completeness,2024-12-02 17:05:50.873,,Return application back to applicant
2689,start_event_Loan  application received,2024-12-02 21:10:57.028,,Check  application  form completeness
2689,Check  application  form completeness,2024-12-02 21:49:57.232,,Appraise property
2690,start_event_Loan  application received,2024-12-05 14:08:48.082,,Check  application  form completeness
2690,Check  application  form completeness,2024-12-05 15:19:48.051,,Return application back to applicant
2691,start_event_Loan  application received,2024-12-06 09:51:03.070,,Check  application  form completeness
2691,Check  application  form completeness,2024-12-06 10:50:14.630,,Check credit history
2692,start_event_Loan  application received,2024-12-06 11:44:53.543,,Check  application  form completeness
2692,Check  application  form completeness,2024-12-06 13:22:52.508,,Return application back to applicant
2693,start_event_Loan  application received,2024-12-06 18:21:43.461,,Check  application  form completeness
2693,Check  application  form completeness,2024-12-06 20:12:06.190,,Appraise property
2694,start_event_Loan  application received,2024-12-10 13:58:37.136,,Check  application  form completeness
2694,Check  application  form completeness,2024-12-10 15:19:56.964,,Return application back to applicant
2695,start_event_Loan  application received,2024-12-11 08:25:10.407,,Check  application  form completeness
2695,Check  application  form completeness,2024-12-11 09:02:53.382,,Return application back to applicant
2696,start_event_Loan  application received,2024-12-11 09:07:41.095,,Check  application  form completeness
2696,Check  application  form completeness,2024-12-11 09:33:29.995,,Appraise property
2697,start_event_Loan  application received,2024-12-12 14:12:16.227,,Check  application  form completeness
2697,Check  application  form completeness,2024-12-12 15:36:11.165,,Appraise property
2698,start_event_Loan  application received,2024-12-12 19:01:00.070,,Check  application  form completeness
2698,Check  application  form completeness,2024-12-12 21:09:43.241,,Check credit history
2699,start_event_Loan  application received,2024-12-15 20:13:20.316,,Check  application  form completeness
2699,Check  application  form completeness,2024-12-15 23:45:27.142,,Appraise property
2700,start_event_Loan  application received,2024-12-19 01:07:43.735,,Check  application  form completeness
2700,Check  application  form completeness,2024-12-19 04:41:57.318,,Return application back to applicant
2701,start_event_Loan  application received,2024-12-19 03:26:27.620,,Check  application  form completeness
2701,Check  application  form completeness,2024-12-19 03:55:57.589,,Return application back to applicant
2702,start_event_Loan  application received,2024-12-20 05:41:50.197,,Check  application  form completeness
2702,Check  application  form completeness,2024-12-20 05:48:17.973,,Return application back to applicant
2703,start_event_Loan  application received,2024-12-22 12:24:58.162,,Check  application  form completeness
2703,Check  application  form completeness,2024-12-22 13:28:49.834,,end_event_Loan  application approved
2704,start_event_Loan  application received,2024-12-23 02:03:04.075,,Check  application  form completeness
2704,Check  application  form completeness,2024-12-23 02:22:15.500,,Return application back to applicant
2705,start_event_Loan  application received,2024-12-24 10:07:42.853,,Check  application  form completeness
2705,Check  application  form completeness,2024-12-24 13:02:13.230,,Check credit history
2706,start_event_Loan  application received,2024-12-26 08:48:32.910,,Check  application  form completeness
2706,Check  application  form completeness,2024-12-26 09:32:29.160,,Appraise property
2707,start_event_Loan  application received,2024-12-27 17:52:27.183,,Check  application  form completeness
2707,Check  application  form completeness,2024-12-27 18:08:41.805,,Appraise property
2708,start_event_Loan  application received,2024-12-29 09:27:22.851,,Check  application  form completeness
2708,Check  application  form completeness,2024-12-29 09:32:08.368,,Appraise property
2709,start_event_Loan  application received,2024-12-29 17:24:08.049,,Check  application  form completeness
2709,Check  application  form completeness,2024-12-29 18:10:50.392,,Cancel application
2710,start_event_Loan  application received,2024-12-29 17:40:31.012,,Check  application  form completeness
2710,Check  application  form completeness,2024-12-29 19:03:15.903,,Appraise property
2711,start_event_Loan  application received,2024-12-30 02:17:15.644,,Check  application  form completeness
2711,Check  application  form completeness,2024-12-30 03:39:33.919,,Return application back to applicant
2712,start_event_Loan  application received,2024-12-30 15:17:49.292,,Check  application  form completeness
2712,Check  application  form completeness,2024-12-30 15:28:33.286,,Check credit history
2713,start_event_Loan  application received,2024-12-30 23:59:06.879,,Check  application  form completeness
2713,Check  application  form completeness,2024-12-31 00:09:42.601,,Check  application  form completeness
2714,start_event_Loan  application received,2024-12-31 21:39:18.311,,Check  application  form completeness
2714,Check  application  form completeness,2024-12-31 22:38:34.625,,Check credit history
2715,start_event_Loan  application received,2025-01-01 02:00:33.004,,Check  application  form completeness
2715,Check  application  form completeness,2025-01-01 02:37:58.331,,Return application back to applicant
2716,start_event_Loan  application received,2025-01-02 03:28:00.736,,Check  application  form completeness
2716,Check  application  form completeness,2025-01-02 04:06:09.128,,Check credit history
2717,start_event_Loan  application received,2025-01-02 13:29:56.504,,Check  application  form completeness
2717,Check  application  form completeness,2025-01-02 14:12:08.809,,Appraise property
2718,Send acceptance pack,2025-01-02 22:56:03.573,True,start_event_Loan  application received
2718,start_event_Loan  application received,2025-01-03 02:25:31.923,,Check  application  form completeness
2719,start_event_Loan  application received,2025-01-03 12:37:12.101,,Check  application  form completeness
2719,Check  application  form completeness,2025-01-03 13:24:22.101,,Appraise property
2720,start_event_Loan  application received,2025-01-03 19:04:46.811,,Check  application  form completeness
2720,Check  application  form completeness,2025-01-03 20:56:09.928,,Check credit history
2721,start_event_Loan  application received,2025-01-03 20:45:58.496,,Check  application  form completeness
2721,Check  application  form completeness,2025-01-03 21:30:18.653,,Appraise property
2722,Check credit history,2025-01-04 06:01:50.030,True,start_event_Loan  application received
2722,start_event_Loan  application received,2025-01-04 15:35:34.743,,Check  application  form completeness
2723,start_event_Loan  application received,2025-01-05 13:19:35.863,,Check  application  form completeness
2723,Check  application  form completeness,2025-01-05 15:18:41.436,,Return application back to applicant
2724,start_event_Loan  application received,2025-01-05 17:09:46.190,,Check  application  form completeness
2724,Check  application  form completeness,2025-01-05 17:29:48.540,,Check credit history
2725,start_event_Loan  application received,2025-01-07 00:13:32.674,,Check  application  form completeness
2725,Check  application  form completeness,2025-01-07 01:25:36.627,,Check credit history
2726,start_event_Loan  application received,2025-01-07 15:32:17.927,,Check  application  form completeness
2726,Check  application  form completeness,2025-01-07 15:36:08.100,,Assess loan risk
2727,start_event_Loan  application received,2025-01-07 16:30:27.842,,Check  application  form completeness
2727,Check  application  form completeness,2025-01-07 17:20:42.261,,Check credit history
2728,start_event_Loan  application received,2025-01-08 08:42:33.509,,Check  application  form completeness
2728,Check  application  form completeness,2025-01-08 08:57:54.908,,Return application back to applicant
2729,start_event_Loan  application received,2025-01-08 18:11:58.724,,Check  application  form completeness
2729,Check  application  form completeness,2025-01-08 18:14:32.463,,Appraise property
2730,start_event_Loan  application received,2025-01-09 07:12:10.349,,Check  application  form completeness
2730,Check  application  form completeness,2025-01-09 07:18:18.729,,Return application back to applicant
2731,start_event_Loan  application received,2025-01-09 07:55:52.733,,Check  application  form completeness
2731,Check  application  form completeness,2025-01-09 09:07:58.628,,Check credit history
2732,start_event_Loan  application received,2025-01-10 01:34:05.281,,Check  application  form completeness
2732,Check  application  form completeness,2025-01-10 02:57:01.752,,Return application back to applicant
2733,start_event_Loan  application received,2025-01-10 10:51:02.900,,Check  application  form completeness
2733,Check  application  form completeness,2025-01-10 15:17:00.290,,Return application back to applicant
2734,start_event_Loan  application received,2025-01-10 13:44:22.941,,Check  application  form completeness
2734,Check  application  form completeness,2025-01-10 16:29:05.570,,Return application back to applicant
2735,start_event_Loan  application received,2025-01-11 04:16:23.712,,Check  application  form completeness
2735,Check  application  form completeness,2025-01-11 05:12:35.360,,Appraise property
2736,start_event_Loan  application received,2025-01-12 03:49:10.217,,Check  application  form completeness
2736,Check  application  form completeness,2025-01-12 03:49:33.929,,Reject application
2737,start_event_Loan  application received,2025-01-12 05:42:47.288,,Check  application  form completeness
2737,Check  application  form completeness,2025-01-12 07:07:24.821,,Appraise property
2738,start_event_Loan  application received,2025-01-12 06:10:26.776,,Check  application  form completeness
2738,Check  application  form completeness,2025-01-12 06:47:00.142,,Receive updated application
2739,start_event_Loan  application received,2025-01-12 22:44:27.768,,Check  application  form completeness
2739,Check  application  form completeness,2025-01-12 22:57:54.499,,Return application back to applicant
2740,start_event_Loan  application received,2025-01-13 14:58:56.499,,Check  application  form completeness
2740,Check  application  form completeness,2025-01-13 17:08:56.532,,Return application back to applicant
2741,start_event_Loan  application received,2025-01-14 05:10:31.929,,Check  application  form completeness
2741,Check  application  form completeness,2025-01-14 06:15:56.917,,Return application back to applicant
2742,Approve application,2025-01-15 10:20:30.598,True,start_event_Loan  application received
2742,start_event_Loan  application received,2025-01-16 00:13:04.411,,Check  application  form completeness
2743,start_event_Loan  application received,2025-01-17 10:25:30.277,,Check  application  form completeness
2743,Check  application  form completeness,2025-01-17 10:45:36.286,,Check credit history
2744,start_event_Loan  application received,2025-01-18 13:24:04.018,,Check  application  form completeness
2744,Check  application  form completeness,2025-01-18 13:42:14.228,,Appraise property
2745,Assess loan risk,2025-01-18 20:08:13.655,True,start_event_Loan  application received
2745,start_event_Loan  application received,2025-01-21 16:32:41.893,,Check  application  form completeness
2746,start_event_Loan  application received,2025-01-22 01:14:55.019,,Check  application  form completeness
2746,Check  application  form completeness,2025-01-22 02:21:06.302,,Check credit history
2747,end_event_Loan  application approved,2025-01-22 07:35:32.751,True,start_event_Loan  application received
2747,start_event_Loan  application received,2025-01-22 14:08:33.764,,Check  application  form completeness
2748,start_event_Loan  application received,2025-01-24 21:03:41.589,,Check  application  form completeness
2748,Check  application  form completeness,2025-01-25 02:04:49.885,,Return application back to applicant
2749,start_event_Loan  application received,2025-01-25 21:13:21.079,,Check  application  form completeness
2749,Check  application  form completeness,2025-01-25 21:54:10.750,,Appraise property
2750,start_event_Loan  application received,2025-01-27 08:56:24.537,,Check  application  form completeness
2750,Check  application  form completeness,2025-01-27 09:07:45.187,,Appraise property
2751,start_event_Loan  application received,2025-01-28 22:08:05.900,,end_event_Loan  application approved
2751,end_event_Loan  application approved,2025-01-28 22:08:05.900,True,Check  application  form completeness
2752,start_event_Loan  application received,2025-01-29 01:12:17.331,,Check  application  form completeness
2752,Check  application  form completeness,2025-01-29 01:14:19.019,,Return application back to applicant
2753,Assess loan risk,2025-01-29 15:17:04.548,True,start_event_Loan  application received
2753,start_event_Loan  application received,2025-02-01 03:03:33.696,,Check  application  form completeness
2754,start_event_Loan  application received,2025-02-01 20:03:04.011,,Check  application  form completeness
2754,Check  application  form completeness,2025-02-01 20:20:11.605,,Check credit history
2755,start_event_Loan  application received,2025-02-03 08:28:29.081,,Check  application  form completeness
2755,Check  application  form completeness,2025-02-03 08:43:41.810,,Check credit history
2756,start_event_Loan  application received,2025-02-04 05:32:06.674,,Check  application  form completeness
2756,Check  application  form completeness,2025-02-04 05:51:00.574,,Return application back to applicant
2757,start_event_Loan  application received,2025-02-05 02:31:07.764,,Check  application  form completeness
2757,Check  application  form completeness,2025-02-05 02:34:26.221,,Return application back to applicant
2758,start_event_Loan  application received,2025-02-06 11:45:00.164,,Check  application  form completeness
2758,Check  application  form completeness,2025-02-06 11:48:24.251,,Return application back to applicant
2759,start_event_Loan  application received,2025-02-06 14:46:35.526,,Check  application  form completeness
2759,Check  application  form completeness,2025-02-06 15:01:15.191,,Return application back to applicant
2760,start_event_Loan  application received,2025-02-07 23:17:56.171,,Check  application  form completeness
2760,Check  application  form completeness,2025-02-08 00:06:11.766,,Appraise property
2761,start_event_Loan  application received,2025-02-09 17:30:47.964,,Check  application  form completeness
2761,Check  application  form completeness,2025-02-09 19:18:32.975,,Return application back to applicant
2762,start_event_Loan  application received,2025-02-11 02:43:47.965,,Check  application  form completeness
2762,Check  application  form completeness,2025-02-11 03:36:52.743,,Appraise property
2763,start_event_Loan  application received,2025-02-14 01:07:57.743,,Check  application  form completeness
2763,Check  application  form completeness,2025-02-14 03:01:20.556,,Appraise property
2764,start_event_Loan  application received,2025-02-14 02:44:55.081,,Check  application  form completeness
2764,Check  application  form completeness,2025-02-14 03:03:07.405,,Return application back to applicant
2765,start_event_Loan  application received,2025-02-14 02:57:02.102,,end_event_Loan  application approved
2765,end_event_Loan  application approved,2025-02-14 02:57:02.102,True,Check  application  form completeness
2766,start_event_Loan  application received,2025-02-14 03:08:50.531,,Check  application  form completeness
2766,Check  application  form completeness,2025-02-14 03:23:51.753,,Check credit history
2767,start_event_Loan  application received,2025-02-14 20:46:30.493,,Send acceptance pack
2767,Send acceptance pack,2025-02-14 20:46:30.493,True,Check  application  form completeness
2768,start_event_Loan  application received,2025-02-15 06:24:04.889,,Check  application  form completeness
2768,Check  application  form completeness,2025-02-15 07:43:18.449,,Return application back to applicant
2769,start_event_Loan  application received,2025-02-15 08:49:01.571,,Check  application  form completeness
2769,Check  application  form completeness,2025-02-15 09:58:16.057,,Check credit history
2770,start_event_Loan  application received,2025-02-16 17:40:12.356,,Check  application  form completeness
2770,Check  application  form completeness,2025-02-16 18:27:43.902,,Return application back to applicant
2771,start_event_Loan  application received,2025-02-17 04:43:14.762,,Check  application  form completeness
2771,Check  application  form completeness,2025-02-17 04:54:12.747,,Return application back to applicant
2772,start_event_Loan  application received,2025-02-17 12:38:59.151,,Check  application  form completeness
2772,Check  application  form completeness,2025-02-17 13:21:26.038,,Return application back to applicant
2773,start_event_Loan  application received,2025-02-17 17:55:38.928,,Check  application  form completeness
2773,Check  application  form completeness,2025-02-17 18:45:05.224,,Return application back to applicant
2774,start_event_Loan  application received,2025-02-18 08:00:03.673,,Check  application  form completeness
2774,Check  application  form completeness,2025-02-18 10:10:32.511,,Approve application
2775,start_event_Loan  application received,2025-02-19 05:42:40.005,,Check  application  form completeness
2775,Check  application  form completeness,2025-02-19 06:27:42.188,,Appraise property
2776,start_event_Loan  application received,2025-02-19 16:23:06.250,,Check  application  form completeness
2776,Check  application  form completeness,2025-02-19 18:08:40.149,,Return application back to applicant
2777,start_event_Loan  application received,2025-02-20 08:03:01.957,,Verify repayment agreement
2777,Verify repayment agreement,2025-02-20 08:03:01.957,True,Check  application  form completeness
2778,start_event_Loan  application received,2025-02-20 11:48:41.165,,Check  application  form completeness
2778,Check  application  form completeness,2025-02-20 14:55:24.207,,Appraise property
2779,start_event_Loan  application received,2025-02-20 18:59:06.177,,Check  application  form completeness
2779,Check  application  form completeness,2025-02-20 18:59:21.811,,Check credit history
2780,start_event_Loan  application received,2025-02-21 12:40:42.658,,Reject application
2780,Reject application,2025-02-21 12:40:42.658,True,Check  application  form completeness
2781,start_event_Loan  application received,2025-02-23 12:23:36.606,,Check  application  form completeness
2781,Check  application  form completeness,2025-02-23 13:40:13.229,,Return application back to applicant
2782,start_event_Loan  application received,2025-02-23 21:42:19.715,,Check  application  form completeness
2782,Check  application  form completeness,2025-02-23 22:17:50.534,,Return application back to applicant
2783,start_event_Loan  application received,2025-02-23 23:39:45.061,,Return application back to applicant
2783,Return application back to applicant,2025-02-23 23:39:45.061,True,Check  application  form completeness
2784,start_event_Loan  application received,2025-02-24 04:39:24.596,,Assess loan risk
2784,Assess loan risk,2025-02-24 04:39:24.596,True,Check  application  form completeness
2785,start_event_Loan  application received,2025-02-25 01:54:57.827,,Check  application  form completeness
2785,Check  application  form completeness,2025-02-25 05:14:10.819,,Appraise property
2786,start_event_Loan  application received,2025-02-25 17:31:19.236,,end_event_Loan application rejected
2786,end_event_Loan application rejected,2025-02-25 17:31:19.236,True,Check  application  form completeness
2787,start_event_Loan  application received,2025-02-26 01:27:30.952,,Check  application  form completeness
2787,Check  application  form completeness,2025-02-26 01:38:01.763,,Return application back to applicant
2788,start_event_Loan  application received,2025-03-03 00:44:19.035,,Assess eligibility
2788,Assess eligibility,2025-03-03 00:44:19.035,True,Check  application  form completeness
2789,Assess eligibility,2025-03-04 04:05:31.466,True,start_event_Loan  application received
2789,start_event_Loan  application received,2025-03-05 22:20:32.953,,Check  application  form completeness
2790,start_event_Loan  application received,2025-03-06 01:04:39.708,,Check  application  form completeness
2790,Check  application  form completeness,2025-03-06 03:39:36.823,,Return application back to applicant
2791,start_event_Loan  application received,2025-03-06 16:22:00.658,,Check  application  form completeness
2791,Check  application  form completeness,2025-03-06 16:58:43.687,,Check credit history
2792,start_event_Loan  application received,2025-03-08 00:17:59.478,,Check  application  form completeness
2792,Check  application  form completeness,2025-03-08 02:01:04.353,,Check credit history
2793,start_event_Loan  application received,2025-03-08 03:17:48.181,,Check  application  form completeness
2793,Check  application  form completeness,2025-03-08 03:21:27.019,,Appraise property
2794,start_event_Loan  application received,2025-03-08 03:54:46.483,,Check  application  form completeness
2794,Check  application  form completeness,2025-03-08 05:36:10.808,,Return application back to applicant
2795,start_event_Loan  application received,2025-03-08 06:56:09.760,,Check  application  form completeness
2795,Check  application  form completeness,2025-03-08 06:58:54.427,,Return application back to applicant
2796,Check if home insurance quote is requested,2025-03-08 11:37:32.278,True,start_event_Loan  application received
2796,start_event_Loan  application received,2025-03-09 22:57:41.354,,Check  application  form completeness
2797,start_event_Loan  application received,2025-03-10 02:35:39.225,,Check  application  form completeness
2797,Check  application  form completeness,2025-03-10 06:12:02.075,,Appraise property
2798,Check  application  form completeness,2025-03-10 14:38:34.665,True,start_event_Loan  application received
2798,start_event_Loan  application received,2025-03-10 16:35:29.125,,Check  application  form completeness
2799,start_event_Loan  application received,2025-03-10 20:03:04.297,,Check  application  form completeness
2799,Check  application  form completeness,2025-03-10 20:48:24.625,,Return application back to applicant
2800,start_event_Loan  application received,2025-03-11 06:59:02.197,,Check  application  form completeness
2800,Check  application  form completeness,2025-03-11 07:23:00.818,,Return application back to applicant
2801,start_event_Loan  application received,2025-03-11 21:25:09.240,,Check  application  form completeness
2801,Check  application  form completeness,2025-03-11 21:27:47.560,,Return application back to applicant
2802,start_event_Loan  application received,2025-03-13 00:47:08.184,,Check  application  form completeness
2802,Check  application  form completeness,2025-03-13 02:00:02.054,,Return application back to applicant
2803,start_event_Loan  application received,2025-03-13 10:10:41.690,,Check  application  form completeness
2803,Check  application  form completeness,2025-03-13 10:19:11.532,,Check credit history
2804,start_event_Loan  application received,2025-03-14 17:49:25.420,,Check  application  form completeness
2804,Check  application  form completeness,2025-03-14 18:24:12.170,,Return application back to applicant
2805,start_event_Loan  application received,2025-03-15 20:06:13.683,,Check  application  form completeness
2805,Check  application  form completeness,2025-03-15 20:16:32.354,,Return application back to applicant
2806,start_event_Loan  application received,2025-03-19 02:21:17.749,,Check  application  form completeness
2806,Check  application  form completeness,2025-03-19 03:21:33.417,,Cancel application
2807,start_event_Loan  application received,2025-03-19 04:30:46.402,,Check  application  form completeness
2807,Check  application  form completeness,2025-03-19 08:21:07.315,,Return application back to applicant
2808,start_event_Loan  application received,2025-03-19 07:39:03.595,,Check  application  form completeness
2808,Check  application  form completeness,2025-03-19 07:51:55.257,,Appraise property
2809,start_event_Loan  application received,2025-03-19 21:26:48.629,,Check  application  form completeness
2809,Check  application  form completeness,2025-03-19 21:45:46.993,,Return application back to applicant
2810,start_event_Loan  application received,2025-03-19 23:08:24.637,,Check  application  form completeness
2810,Check  application  form completeness,2025-03-20 02:33:22.249,,Check credit history
2811,start_event_Loan  application received,2025-03-23 18:53:52.157,,Check  application  form completeness
2811,Check  application  form completeness,2025-03-23 21:40:49.576,,Return application back to applicant
2812,start_event_Loan  application received,2025-03-23 22:35:27.721,,Check  application  form completeness
2812,Check  application  form completeness,2025-03-23 22:52:10.488,,Check credit history
2813,start_event_Loan  application received,2025-03-26 01:36:21.904,,Check  application  form completeness
2813,Check  application  form completeness,2025-03-26 03:23:43.304,,Check credit history
2814,start_event_Loan  application received,2025-03-26 13:40:13.827,,Check  application  form completeness
2814,Check  application  form completeness,2025-03-26 13:45:38.783,,Return application back to applicant
