caseid,activity,ts,noise,outcome
2742,Approve application,2025-01-15 10:20:30.598,True,start_event_Loan  application received
2742,start_event_Loan  application received,2025-01-16 00:13:04.411,,Check  application  form completeness
2742,Check  application  form completeness,2025-01-16 03:10:38.208,,Return application back to applicant
2742,Return application back to applicant,2025-01-16 03:36:09.852,,Receive updated application
2742,Receive updated application,2025-01-16 03:44:27.722,,Check  application  form completeness
2742,Check  application  form completeness,2025-01-16 04:25:21.148,,Return application back to applicant
2742,Return application back to applicant,2025-01-16 04:41:25.812,,Receive updated application
2742,Receive updated application,2025-01-16 04:50:30.015,,Check  application  form completeness
2742,Check  application  form completeness,2025-01-16 06:02:53.904,,Approve application
2742,Approve application,2025-01-16 06:02:53.904,True,Appraise property
2742,Appraise property,2025-01-16 06:44:12.139,,Check credit history
2745,Assess loan risk,2025-01-18 20:08:13.655,True,start_event_Loan  application received
2745,start_event_Loan  application received,2025-01-21 16:32:41.893,,Check  application  form completeness
2745,Check  application  form completeness,2025-01-21 17:47:14.304,,Return application back to applicant
2745,Return application back to applicant,2025-01-21 17:58:20.579,,Receive updated application
2745,Receive updated application,2025-01-21 20:22:35.723,,Check  application  form completeness
2745,Check  application  form completeness,2025-01-21 20:25:06.745,,Check if home insurance quote is requested
2745,Check if home insurance quote is requested,2025-01-21 20:25:06.745,True,Return application back to applicant
2745,Return application back to applicant,2025-01-21 21:06:26.324,,Receive updated application
2745,Receive updated application,2025-01-21 22:12:39.347,,Check  application  form completeness
2745,Check  application  form completeness,2025-01-21 23:56:24.773,,Return application back to applicant
2745,Return application back to applicant,2025-01-22 00:40:53.038,,Receive updated application
2747,end_event_Loan  application approved,2025-01-22 07:35:32.751,True,start_event_Loan  application received
2747,start_event_Loan  application received,2025-01-22 14:08:33.764,,Check  application  form completeness
2747,Check  application  form completeness,2025-01-22 16:38:08.848,,Appraise property
2747,Appraise property,2025-01-22 17:33:21.115,,Check credit history
2747,Check credit history,2025-01-22 19:26:41.904,,Assess loan risk
2747,Assess loan risk,2025-01-22 19:39:54.903,,Assess eligibility
2747,Assess eligibility,2025-01-22 19:44:47.608,,Check if home insurance quote is requested
2747,Check if home insurance quote is requested,2025-01-22 19:49:43.519,,Send home insurance quote
2747,Send home insurance quote,2025-01-22 20:30:27.523,,Verify repayment agreement
2747,Verify repayment agreement,2025-01-22 22:37:46.805,,Approve application
2747,Approve application,2025-01-23 01:40:54.458,,end_event_Loan  application approved
2748,start_event_Loan  application received,2025-01-24 21:03:41.589,,Check  application  form completeness
2748,Check  application  form completeness,2025-01-25 02:04:49.885,,Return application back to applicant
2748,Return application back to applicant,2025-01-25 02:54:49.343,,Receive updated application
2748,Receive updated application,2025-01-25 02:58:39.581,,Check  application  form completeness
2748,Check  application  form completeness,2025-01-25 04:01:16.182,,Approve application
2748,Approve application,2025-01-25 04:01:16.182,True,Return application back to applicant
2748,Return application back to applicant,2025-01-25 04:48:07.325,,Receive updated application
2748,Receive updated application,2025-01-25 08:05:31.777,,Check  application  form completeness
2748,Check  application  form completeness,2025-01-25 08:08:17.341,,Return application back to applicant
2748,Return application back to applicant,2025-01-25 08:40:51.059,,Receive updated application
2748,Receive updated application,2025-01-25 09:23:37.960,,Check  application  form completeness
2751,start_event_Loan  application received,2025-01-28 22:08:05.900,,end_event_Loan  application approved
2751,end_event_Loan  application approved,2025-01-28 22:08:05.900,True,Check  application  form completeness
2751,Check  application  form completeness,2025-01-28 23:41:47.099,,Appraise property
2751,Appraise property,2025-01-29 01:11:55.203,,Check credit history
2751,Check credit history,2025-01-29 02:29:00.585,,Assess loan risk
2751,Assess loan risk,2025-01-29 03:09:13.108,,Assess eligibility
2751,Assess eligibility,2025-01-29 03:12:39.669,,Check if home insurance quote is requested
2751,Check if home insurance quote is requested,2025-01-29 03:15:32.529,,Send acceptance pack
2751,Send acceptance pack,2025-01-29 03:22:25.448,,Verify repayment agreement
2751,Verify repayment agreement,2025-01-29 06:02:35.292,,Approve application
2751,Approve application,2025-01-29 06:32:33.327,,end_event_Loan  application approved
2752,start_event_Loan  application received,2025-01-29 01:12:17.331,,Check  application  form completeness
2752,Check  application  form completeness,2025-01-29 01:14:19.019,,Return application back to applicant
2752,Return application back to applicant,2025-01-29 02:17:32.454,,Cancel application
2752,Cancel application,2025-01-29 02:17:32.454,True,Receive updated application
2752,Receive updated application,2025-01-29 03:41:19.500,,Check  application  form completeness
2752,Check  application  form completeness,2025-01-29 04:48:00.567,,Appraise property
2752,Appraise property,2025-01-29 06:45:18.128,,end_event_Loan  application approved
2752,end_event_Loan  application approved,2025-01-29 07:16:19.156,True,Check credit history
2752,Check credit history,2025-01-29 07:16:19.156,,Assess loan risk
2752,Assess loan risk,2025-01-29 07:41:41.595,,Assess eligibility
2752,Assess eligibility,2025-01-29 09:43:40.020,,Check if home insurance quote is requested
2754,start_event_Loan  application received,2025-02-01 20:03:04.011,,Check  application  form completeness
2754,Check  application  form completeness,2025-02-01 20:20:11.605,,Check credit history
2754,Check credit history,2025-02-01 23:27:32.022,,Appraise property
2754,Appraise property,2025-02-02 00:24:50.878,,end_event_Loan application rejected
2754,end_event_Loan application rejected,2025-02-02 00:24:50.878,True,Assess loan risk
2754,Assess loan risk,2025-02-02 00:39:36.778,,Verify repayment agreement
2754,Verify repayment agreement,2025-02-02 00:39:36.778,True,Assess eligibility
2754,Assess eligibility,2025-02-02 01:14:31.591,,Check if home insurance quote is requested
2754,Check if home insurance quote is requested,2025-02-02 02:43:52.038,,Send acceptance pack
2754,Send acceptance pack,2025-02-02 03:23:45.386,,Verify repayment agreement
2754,Verify repayment agreement,2025-02-02 03:52:50.337,,Approve application
2757,start_event_Loan  application received,2025-02-05 02:31:07.764,,Check  application  form completeness
2757,Check  application  form completeness,2025-02-05 02:34:26.221,,Return application back to applicant
2757,Return application back to applicant,2025-02-05 03:03:50.566,,Receive updated application
2757,Receive updated application,2025-02-05 03:22:44.631,,Check  application  form completeness
2757,Check  application  form completeness,2025-02-05 05:24:32.217,,Check credit history
2757,Check credit history,2025-02-05 06:46:11.865,,Assess loan risk
2757,Assess loan risk,2025-02-05 07:02:04.826,,Appraise property
2757,Appraise property,2025-02-05 07:39:07.195,,Assess eligibility
2757,Assess eligibility,2025-02-05 09:12:34.713,,Send acceptance pack
2757,Send acceptance pack,2025-02-05 09:12:34.713,True,Reject application
2757,Reject application,2025-02-05 09:34:40.460,,end_event_Loan application rejected
2758,start_event_Loan  application received,2025-02-06 11:45:00.164,,Check  application  form completeness
2758,Check  application  form completeness,2025-02-06 11:48:24.251,,Return application back to applicant
2758,Return application back to applicant,2025-02-06 13:36:25.892,,Receive updated application
2758,Receive updated application,2025-02-06 15:09:44.973,,Check  application  form completeness
2758,Check  application  form completeness,2025-02-06 15:38:50.041,,Return application back to applicant
2758,Return application back to applicant,2025-02-06 15:46:25.590,,Receive updated application
2758,Receive updated application,2025-02-06 15:56:18.085,,Check  application  form completeness
2758,Check  application  form completeness,2025-02-06 17:16:04.986,,Return application back to applicant
2758,Return application back to applicant,2025-02-06 18:03:06.149,,Appraise property
2758,Appraise property,2025-02-06 18:03:06.149,True,Receive updated application
2758,Receive updated application,2025-02-06 18:40:12.227,,Return application back to applicant
2759,start_event_Loan  application received,2025-02-06 14:46:35.526,,Check  application  form completeness
2759,Check  application  form completeness,2025-02-06 15:01:15.191,,Return application back to applicant
2759,Return application back to applicant,2025-02-06 16:04:26.756,,Receive updated application
2759,Receive updated application,2025-02-06 16:05:00.061,,Check  application  form completeness
2759,Check  application  form completeness,2025-02-06 16:22:20.851,,Return application back to applicant
2759,Return application back to applicant,2025-02-06 17:09:02.240,,Receive updated application
2759,Receive updated application,2025-02-06 17:14:36.453,,Check  application  form completeness
2759,Check  application  form completeness,2025-02-06 17:57:34.556,,Return application back to applicant
2759,Return application back to applicant,2025-02-06 19:05:01.523,,Receive updated application
2759,Receive updated application,2025-02-06 20:54:15.481,,Check  application  form completeness
2759,Check  application  form completeness,2025-02-07 01:32:54.783,,Return application back to applicant
2761,start_event_Loan  application received,2025-02-09 17:30:47.964,,Check  application  form completeness
2761,Check  application  form completeness,2025-02-09 19:18:32.975,,Return application back to applicant
2761,Return application back to applicant,2025-02-09 19:21:51.041,,Receive updated application
2761,Receive updated application,2025-02-09 20:44:37.275,,Check  application  form completeness
2761,Check  application  form completeness,2025-02-09 21:18:06.167,,Return application back to applicant
2761,Return application back to applicant,2025-02-09 21:31:58.516,,Receive updated application
2761,Receive updated application,2025-02-09 21:32:16.709,,Check  application  form completeness
2761,Check  application  form completeness,2025-02-09 21:42:23.961,,Return application back to applicant
2761,Return application back to applicant,2025-02-09 22:42:34.688,,Receive updated application
2761,Receive updated application,2025-02-09 22:55:51.273,,Check  application  form completeness
2761,Check  application  form completeness,2025-02-09 23:33:12.533,,Appraise property
2763,start_event_Loan  application received,2025-02-14 01:07:57.743,,Check  application  form completeness
2763,Check  application  form completeness,2025-02-14 03:01:20.556,,Appraise property
2763,Appraise property,2025-02-14 03:04:18.716,,Check credit history
2763,Check credit history,2025-02-14 03:09:11.001,,Assess loan risk
2763,Assess loan risk,2025-02-14 03:19:53.305,,Assess eligibility
2763,Assess eligibility,2025-02-14 03:33:45.068,,Approve application
2763,Approve application,2025-02-14 03:33:45.068,True,Check if home insurance quote is requested
2763,Check if home insurance quote is requested,2025-02-14 04:32:08.274,,Assess loan risk
2763,Assess loan risk,2025-02-14 04:32:08.274,True,Send acceptance pack
2763,Send acceptance pack,2025-02-14 05:04:33.982,,Verify repayment agreement
2763,Verify repayment agreement,2025-02-14 05:16:15.648,,Cancel application
2764,start_event_Loan  application received,2025-02-14 02:44:55.081,,Check  application  form completeness
2764,Check  application  form completeness,2025-02-14 03:03:07.405,,Return application back to applicant
2764,Return application back to applicant,2025-02-14 03:15:41.603,,Receive updated application
2764,Receive updated application,2025-02-14 04:42:44.068,,Check  application  form completeness
2764,Check  application  form completeness,2025-02-14 04:46:28.533,,Send home insurance quote
2764,Send home insurance quote,2025-02-14 04:46:28.533,True,Return application back to applicant
2764,Return application back to applicant,2025-02-14 05:46:38.391,,Check if home insurance quote is requested
2764,Check if home insurance quote is requested,2025-02-14 06:21:05.251,True,Receive updated application
2764,Receive updated application,2025-02-14 06:21:05.251,,Check  application  form completeness
2764,Check  application  form completeness,2025-02-14 09:37:26.632,,Check credit history
2764,Check credit history,2025-02-14 10:11:56.279,,Assess loan risk
2765,start_event_Loan  application received,2025-02-14 02:57:02.102,,end_event_Loan  application approved
2765,end_event_Loan  application approved,2025-02-14 02:57:02.102,True,Check  application  form completeness
2765,Check  application  form completeness,2025-02-14 02:57:07.464,,Return application back to applicant
2765,Return application back to applicant,2025-02-14 03:17:25.781,,Receive updated application
2765,Receive updated application,2025-02-14 03:20:04.752,,Check  application  form completeness
2765,Check  application  form completeness,2025-02-14 03:56:12.109,,Return application back to applicant
2765,Return application back to applicant,2025-02-14 05:22:53.382,,Receive updated application
2765,Receive updated application,2025-02-14 05:32:24.879,,Check  application  form completeness
2765,Check  application  form completeness,2025-02-14 06:31:53.653,,Return application back to applicant
2765,Return application back to applicant,2025-02-14 07:26:54.993,,Receive updated application
2765,Receive updated application,2025-02-14 07:55:39.900,,Check  application  form completeness
2768,start_event_Loan  application received,2025-02-15 06:24:04.889,,Check  application  form completeness
2768,Check  application  form completeness,2025-02-15 07:43:18.449,,Return application back to applicant
2768,Return application back to applicant,2025-02-15 08:36:02.374,,Receive updated application
2768,Receive updated application,2025-02-15 09:34:45.846,,Check  application  form completeness
2768,Check  application  form completeness,2025-02-15 09:53:56.870,,Check credit history
2768,Check credit history,2025-02-15 10:32:03.971,,Appraise property
2768,Appraise property,2025-02-15 10:39:16.242,,Assess loan risk
2768,Assess loan risk,2025-02-15 10:44:22.364,,Assess eligibility
2768,Assess eligibility,2025-02-15 11:51:19.349,,Check if home insurance quote is requested
2768,Check if home insurance quote is requested,2025-02-15 13:43:08.243,,Send home insurance quote
2768,Send home insurance quote,2025-02-15 13:43:28.154,,Verify repayment agreement
2770,start_event_Loan  application received,2025-02-16 17:40:12.356,,Check  application  form completeness
2770,Check  application  form completeness,2025-02-16 18:27:43.902,,Return application back to applicant
2770,Return application back to applicant,2025-02-16 19:34:50.937,,Receive updated application
2770,Receive updated application,2025-02-16 23:23:54.683,,Check  application  form completeness
2770,Check  application  form completeness,2025-02-16 23:57:04.102,,Return application back to applicant
2770,Return application back to applicant,2025-02-17 00:04:14.723,,Receive updated application
2770,Receive updated application,2025-02-17 01:45:57.195,,Check  application  form completeness
2770,Check  application  form completeness,2025-02-17 02:02:39.465,,Verify repayment agreement
2770,Verify repayment agreement,2025-02-17 04:45:16.135,True,Return application back to applicant
2770,Return application back to applicant,2025-02-17 04:45:16.135,,Receive updated application
2770,Receive updated application,2025-02-17 06:34:03.155,,Check  application  form completeness
2771,start_event_Loan  application received,2025-02-17 04:43:14.762,,Check  application  form completeness
2771,Check  application  form completeness,2025-02-17 04:54:12.747,,Return application back to applicant
2771,Return application back to applicant,2025-02-17 06:15:19.835,,Receive updated application
2771,Receive updated application,2025-02-17 06:20:08.555,,Check  application  form completeness
2771,Check  application  form completeness,2025-02-17 07:31:48.072,,Return application back to applicant
2771,Return application back to applicant,2025-02-17 09:14:23.605,,Receive updated application
2771,Receive updated application,2025-02-17 09:20:58.224,,Check  application  form completeness
2771,Check  application  form completeness,2025-02-17 12:47:37.711,,Appraise property
2771,Appraise property,2025-02-17 13:30:07.000,,Check credit history
2771,Check credit history,2025-02-17 13:45:38.354,,Cancel application
2771,Cancel application,2025-02-17 13:45:38.354,True,Assess loan risk
2772,start_event_Loan  application received,2025-02-17 12:38:59.151,,Check  application  form completeness
2772,Check  application  form completeness,2025-02-17 13:21:26.038,,Return application back to applicant
2772,Return application back to applicant,2025-02-17 14:29:05.510,,Receive updated application
2772,Receive updated application,2025-02-17 15:26:07.361,,Check  application  form completeness
2772,Check  application  form completeness,2025-02-17 15:51:50.185,,Return application back to applicant
2772,Return application back to applicant,2025-02-17 16:59:24.080,,Receive updated application
2772,Receive updated application,2025-02-17 17:09:02.012,,Check  application  form completeness
2772,Check  application  form completeness,2025-02-17 17:46:57.295,,Check credit history
2772,Check credit history,2025-02-17 18:38:52.167,,Assess loan risk
2772,Assess loan risk,2025-02-17 19:33:07.383,,Appraise property
2772,Appraise property,2025-02-17 19:53:35.286,,Assess eligibility
2773,start_event_Loan  application received,2025-02-17 17:55:38.928,,Check  application  form completeness
2773,Check  application  form completeness,2025-02-17 18:45:05.224,,Return application back to applicant
2773,Return application back to applicant,2025-02-17 18:57:12.868,,start_event_Loan  application received
2773,start_event_Loan  application received,2025-02-17 18:57:12.868,True,Receive updated application
2773,Receive updated application,2025-02-17 19:46:29.384,,Check  application  form completeness
2773,Check  application  form completeness,2025-02-17 20:31:21.948,,Appraise property
2773,Appraise property,2025-02-17 21:56:10.836,,Check credit history
2773,Check credit history,2025-02-18 00:58:33.638,,Assess loan risk
2773,Assess loan risk,2025-02-18 01:10:05.719,,Assess eligibility
2773,Assess eligibility,2025-02-18 05:20:48.030,,Send home insurance quote
2773,Send home insurance quote,2025-02-18 05:20:48.030,True,Check if home insurance quote is requested
2774,start_event_Loan  application received,2025-02-18 08:00:03.673,,Check  application  form completeness
2774,Check  application  form completeness,2025-02-18 10:10:32.511,,Approve application
2774,Approve application,2025-02-18 10:10:32.511,True,Check credit history
2774,Check credit history,2025-02-18 10:36:53.166,,Appraise property
2774,Appraise property,2025-02-18 11:11:48.896,,Assess loan risk
2774,Assess loan risk,2025-02-18 11:36:35.345,,Assess eligibility
2774,Assess eligibility,2025-02-18 12:36:57.425,,Check if home insurance quote is requested
2774,Check if home insurance quote is requested,2025-02-18 15:25:28.533,,Send acceptance pack
2774,Send acceptance pack,2025-02-18 17:24:45.777,,Verify repayment agreement
2774,Verify repayment agreement,2025-02-18 18:46:51.855,,Approve application
2774,Approve application,2025-02-18 22:08:09.108,,end_event_Loan  application approved
2775,start_event_Loan  application received,2025-02-19 05:42:40.005,,Check  application  form completeness
2775,Check  application  form completeness,2025-02-19 06:27:42.188,,Appraise property
2775,Appraise property,2025-02-19 06:43:12.008,,Check credit history
2775,Check credit history,2025-02-19 08:12:28.945,,Assess loan risk
2775,Assess loan risk,2025-02-19 09:12:06.848,,Assess eligibility
2775,Assess eligibility,2025-02-19 10:52:53.114,,end_event_Loan  application approved
2775,end_event_Loan  application approved,2025-02-19 10:52:53.114,True,Check if home insurance quote is requested
2775,Check if home insurance quote is requested,2025-02-19 11:04:54.147,,Send home insurance quote
2775,Send home insurance quote,2025-02-19 11:06:28.376,,Verify repayment agreement
2775,Verify repayment agreement,2025-02-19 12:28:27.360,,Assess loan risk
2775,Assess loan risk,2025-02-19 12:28:27.360,True,Approve application
2777,start_event_Loan  application received,2025-02-20 08:03:01.957,,Verify repayment agreement
2777,Verify repayment agreement,2025-02-20 08:03:01.957,True,Check  application  form completeness
2777,Check  application  form completeness,2025-02-20 10:13:57.555,,Return application back to applicant
2777,Return application back to applicant,2025-02-20 11:31:32.562,,end_event_Loan  application canceled
2777,end_event_Loan  application canceled,2025-02-20 11:31:32.562,True,Receive updated application
2777,Receive updated application,2025-02-20 11:39:05.481,,Check  application  form completeness
2777,Check  application  form completeness,2025-02-20 14:08:17.790,,Check credit history
2777,Check credit history,2025-02-20 16:00:47.011,,Assess loan risk
2777,Assess loan risk,2025-02-20 16:27:57.166,,Appraise property
2777,Appraise property,2025-02-20 17:11:40.551,,Assess eligibility
2777,Assess eligibility,2025-02-20 18:31:07.956,,Check if home insurance quote is requested
2778,start_event_Loan  application received,2025-02-20 11:48:41.165,,Check  application  form completeness
2778,Check  application  form completeness,2025-02-20 14:55:24.207,,Appraise property
2778,Appraise property,2025-02-20 15:29:02.539,,Approve application
2778,Approve application,2025-02-20 15:29:02.539,True,Check credit history
2778,Check credit history,2025-02-20 15:59:27.474,,Assess loan risk
2778,Assess loan risk,2025-02-20 16:49:59.928,,Assess eligibility
2778,Assess eligibility,2025-02-20 17:28:22.802,,Check if home insurance quote is requested
2778,Check if home insurance quote is requested,2025-02-20 19:46:48.135,,Send home insurance quote
2778,Send home insurance quote,2025-02-20 20:56:06.734,,Verify repayment agreement
2778,Verify repayment agreement,2025-02-20 21:00:47.205,,Approve application
2778,Approve application,2025-02-20 21:16:51.561,,end_event_Loan  application approved
2779,start_event_Loan  application received,2025-02-20 18:59:06.177,,Check  application  form completeness
2779,Check  application  form completeness,2025-02-20 18:59:21.811,,Check credit history
2779,Check credit history,2025-02-20 19:35:02.064,,Assess loan risk
2779,Assess loan risk,2025-02-20 19:41:17.012,,Appraise property
2779,Appraise property,2025-02-20 20:13:17.803,,Assess eligibility
2779,Assess eligibility,2025-02-20 20:16:30.604,,Check if home insurance quote is requested
2779,Check if home insurance quote is requested,2025-02-20 20:53:24.480,,Check credit history
2779,Check credit history,2025-02-20 21:28:26.991,True,Send acceptance pack
2779,Send acceptance pack,2025-02-20 21:32:59.304,,Verify repayment agreement
2779,Verify repayment agreement,2025-02-20 22:00:33.824,,Check credit history
2779,Check credit history,2025-02-20 22:00:33.824,True,Approve application
2781,start_event_Loan  application received,2025-02-23 12:23:36.606,,Check  application  form completeness
2781,Check  application  form completeness,2025-02-23 13:40:13.229,,Return application back to applicant
2781,Return application back to applicant,2025-02-23 16:06:28.710,,Receive updated application
2781,Receive updated application,2025-02-23 17:38:57.184,,Check  application  form completeness
2781,Check  application  form completeness,2025-02-23 17:42:17.235,,Check if home insurance quote is requested
2781,Check if home insurance quote is requested,2025-02-23 17:42:17.235,True,Appraise property
2781,Appraise property,2025-02-23 17:52:32.225,,Check credit history
2781,Check credit history,2025-02-23 18:04:10.712,,Assess loan risk
2781,Assess loan risk,2025-02-23 18:23:47.704,,Assess eligibility
2781,Assess eligibility,2025-02-23 18:58:21.186,,Check if home insurance quote is requested
2781,Check if home insurance quote is requested,2025-02-23 20:04:00.996,,Send acceptance pack
2782,start_event_Loan  application received,2025-02-23 21:42:19.715,,Check  application  form completeness
2782,Check  application  form completeness,2025-02-23 22:17:50.534,,Return application back to applicant
2782,Return application back to applicant,2025-02-23 22:25:54.142,,Assess loan risk
2782,Assess loan risk,2025-02-23 22:29:07.331,True,Receive updated application
2782,Receive updated application,2025-02-24 01:02:22.021,,Check  application  form completeness
2782,Check  application  form completeness,2025-02-24 02:20:35.792,,Return application back to applicant
2782,Return application back to applicant,2025-02-24 03:32:36.462,,Receive updated application
2782,Receive updated application,2025-02-24 05:48:01.013,,Check  application  form completeness
2782,Check  application  form completeness,2025-02-24 06:33:29.453,,Appraise property
2782,Appraise property,2025-02-24 07:27:22.801,,Check credit history
2782,Check credit history,2025-02-24 07:40:20.350,,Assess loan risk
2783,start_event_Loan  application received,2025-02-23 23:39:45.061,,Return application back to applicant
2783,Return application back to applicant,2025-02-23 23:39:45.061,True,Check  application  form completeness
2783,Check  application  form completeness,2025-02-23 23:48:49.398,,Appraise property
2783,Appraise property,2025-02-24 00:40:22.904,,Check credit history
2783,Check credit history,2025-02-24 01:22:16.186,,Assess loan risk
2783,Assess loan risk,2025-02-24 03:05:54.924,,Assess eligibility
2783,Assess eligibility,2025-02-24 03:46:18.735,,Check if home insurance quote is requested
2783,Check if home insurance quote is requested,2025-02-24 03:51:17.434,,Reject application
2783,Reject application,2025-02-24 03:51:17.434,True,Send home insurance quote
2783,Send home insurance quote,2025-02-24 04:07:44.075,,Verify repayment agreement
2783,Verify repayment agreement,2025-02-24 06:31:32.790,,Approve application
2784,start_event_Loan  application received,2025-02-24 04:39:24.596,,Assess loan risk
2784,Assess loan risk,2025-02-24 04:39:24.596,True,Check  application  form completeness
2784,Check  application  form completeness,2025-02-24 05:19:45.277,,Return application back to applicant
2784,Return application back to applicant,2025-02-24 05:32:08.082,,Receive updated application
2784,Receive updated application,2025-02-24 06:42:56.643,,Check  application  form completeness
2784,Check  application  form completeness,2025-02-24 07:04:46.945,,Return application back to applicant
2784,Return application back to applicant,2025-02-24 07:09:09.279,,Receive updated application
2784,Receive updated application,2025-02-24 07:49:38.526,,Check  application  form completeness
2784,Check  application  form completeness,2025-02-24 08:15:22.084,,Assess loan risk
2784,Assess loan risk,2025-02-24 08:15:22.084,True,Appraise property
2784,Appraise property,2025-02-24 09:29:06.099,,Check credit history
2786,start_event_Loan  application received,2025-02-25 17:31:19.236,,end_event_Loan application rejected
2786,end_event_Loan application rejected,2025-02-25 17:31:19.236,True,Check  application  form completeness
2786,Check  application  form completeness,2025-02-25 17:34:55.076,,Return application back to applicant
2786,Return application back to applicant,2025-02-25 18:10:09.539,,Receive updated application
2786,Receive updated application,2025-02-25 19:46:00.239,,Check  application  form completeness
2786,Check  application  form completeness,2025-02-25 19:46:08.084,,Return application back to applicant
2786,Return application back to applicant,2025-02-25 20:02:05.658,,Receive updated application
2786,Receive updated application,2025-02-25 20:32:52.762,,Check  application  form completeness
2786,Check  application  form completeness,2025-02-25 21:55:28.950,,Return application back to applicant
2786,Return application back to applicant,2025-02-25 21:57:39.868,,Receive updated application
2786,Receive updated application,2025-02-25 22:12:48.309,,Check  application  form completeness
2787,start_event_Loan  application received,2025-02-26 01:27:30.952,,Check  application  form completeness
2787,Check  application  form completeness,2025-02-26 01:38:01.763,,Return application back to applicant
2787,Return application back to applicant,2025-02-26 01:51:12.690,,Receive updated application
2787,Receive updated application,2025-02-26 03:12:02.674,,Check  application  form completeness
2787,Check  application  form completeness,2025-02-26 04:35:27.266,,Return application back to applicant
2787,Return application back to applicant,2025-02-26 06:53:12.596,,Receive updated application
2787,Receive updated application,2025-02-26 06:55:56.054,,Check  application  form completeness
2787,Check  application  form completeness,2025-02-26 07:31:21.234,,Check credit history
2787,Check credit history,2025-02-26 07:48:14.790,,Assess loan risk
2787,Assess loan risk,2025-02-26 07:56:44.893,,Appraise property
2787,Appraise property,2025-02-26 08:45:17.562,,Assess eligibility
2788,start_event_Loan  application received,2025-03-03 00:44:19.035,,Assess eligibility
2788,Assess eligibility,2025-03-03 00:44:19.035,True,Check  application  form completeness
2788,Check  application  form completeness,2025-03-03 01:07:59.917,,Return application back to applicant
2788,Return application back to applicant,2025-03-03 04:14:31.622,,Receive updated application
2788,Receive updated application,2025-03-03 04:47:34.953,,Check  application  form completeness
2788,Check  application  form completeness,2025-03-03 06:55:44.519,,Return application back to applicant
2788,Return application back to applicant,2025-03-03 07:37:28.810,,Receive updated application
2788,Receive updated application,2025-03-03 09:51:06.388,,Check  application  form completeness
2788,Check  application  form completeness,2025-03-03 09:52:38.038,,Return application back to applicant
2788,Return application back to applicant,2025-03-03 11:16:12.254,,Receive updated application
2788,Receive updated application,2025-03-03 12:07:56.178,,Check  application  form completeness
2789,Assess eligibility,2025-03-04 04:05:31.466,True,start_event_Loan  application received
2789,start_event_Loan  application received,2025-03-05 22:20:32.953,,Check  application  form completeness
2789,Check  application  form completeness,2025-03-05 23:28:13.659,,Return application back to applicant
2789,Return application back to applicant,2025-03-05 23:41:55.072,,Receive updated application
2789,Receive updated application,2025-03-06 00:01:50.819,,Check  application  form completeness
2789,Check  application  form completeness,2025-03-06 01:42:18.848,,Check credit history
2789,Check credit history,2025-03-06 02:15:28.975,,Assess loan risk
2789,Assess loan risk,2025-03-06 02:24:48.371,,Appraise property
2789,Appraise property,2025-03-06 02:36:32.787,,Assess eligibility
2789,Assess eligibility,2025-03-06 07:53:44.882,,Check if home insurance quote is requested
2789,Check if home insurance quote is requested,2025-03-06 08:49:12.699,,Send home insurance quote
2790,start_event_Loan  application received,2025-03-06 01:04:39.708,,Check  application  form completeness
2790,Check  application  form completeness,2025-03-06 03:39:36.823,,Return application back to applicant
2790,Return application back to applicant,2025-03-06 04:04:08.033,,Receive updated application
2790,Receive updated application,2025-03-06 04:30:45.088,,Check  application  form completeness
2790,Check  application  form completeness,2025-03-06 04:51:37.850,,Return application back to applicant
2790,Return application back to applicant,2025-03-06 05:56:03.395,,Receive updated application
2790,Receive updated application,2025-03-06 06:04:01.128,,Reject application
2790,Reject application,2025-03-06 06:04:01.128,True,Check  application  form completeness
2790,Check  application  form completeness,2025-03-06 06:50:20.417,,Appraise property
2790,Appraise property,2025-03-06 07:38:25.754,,Reject application
2790,Reject application,2025-03-06 07:38:25.754,True,Check credit history
2793,start_event_Loan  application received,2025-03-08 03:17:48.181,,Check  application  form completeness
2793,Check  application  form completeness,2025-03-08 03:21:27.019,,Appraise property
2793,Appraise property,2025-03-08 03:44:20.016,,Check credit history
2793,Check credit history,2025-03-08 03:56:30.447,,Check if home insurance quote is requested
2793,Check if home insurance quote is requested,2025-03-08 03:56:30.447,True,Assess loan risk
2793,Assess loan risk,2025-03-08 05:15:15.912,,Assess eligibility
2793,Assess eligibility,2025-03-08 05:16:25.092,,Check if home insurance quote is requested
2793,Check if home insurance quote is requested,2025-03-08 05:31:54.842,,Send acceptance pack
2793,Send acceptance pack,2025-03-08 05:57:28.346,,Appraise property
2793,Appraise property,2025-03-08 05:57:28.346,True,Verify repayment agreement
2793,Verify repayment agreement,2025-03-08 05:58:41.277,,Approve application
2794,start_event_Loan  application received,2025-03-08 03:54:46.483,,Check  application  form completeness
2794,Check  application  form completeness,2025-03-08 05:36:10.808,,Return application back to applicant
2794,Return application back to applicant,2025-03-08 07:47:32.783,,Receive updated application
2794,Receive updated application,2025-03-08 08:53:54.018,,Check  application  form completeness
2794,Check  application  form completeness,2025-03-08 08:55:42.133,,start_event_Loan  application received
2794,start_event_Loan  application received,2025-03-08 08:55:42.133,True,Return application back to applicant
2794,Return application back to applicant,2025-03-08 09:19:10.819,,Receive updated application
2794,Receive updated application,2025-03-08 10:41:13.452,,Check  application  form completeness
2794,Check  application  form completeness,2025-03-08 11:45:14.300,,Return application back to applicant
