caseid,activity,ts,noise,outcome
2405,Assess eligibility,2024-03-13 03:07:20.959,,Send acceptance pack
2406,start_event_Loan  application received,2024-03-12 19:24:26.678,,Check  application  form completeness
2406,Check  application  form completeness,2024-03-12 20:12:59.002,,Check credit history
2406,Check credit history,2024-03-12 20:49:06.479,,Appraise property
2406,Appraise property,2024-03-12 21:28:17.737,,Assess loan risk
2406,Assess loan risk,2024-03-12 23:15:21.684,,Assess eligibility
2406,Assess eligibility,2024-03-13 00:26:23.138,,Reject application
2406,Reject application,2024-03-13 01:55:26.914,,end_event_Loan application rejected
2407,start_event_Loan  application received,2024-03-13 01:11:49.356,,Check  application  form completeness
2407,Check  application  form completeness,2024-03-13 01:42:26.134,,Return application back to applicant
2407,Return application back to applicant,2024-03-13 02:23:12.858,,Cancel application
2407,Cancel application,2024-03-13 02:23:12.858,True,Receive updated application
2407,Receive updated application,2024-03-13 02:33:23.137,,Check  application  form completeness
2407,Check  application  form completeness,2024-03-13 02:57:18.706,,Return application back to applicant
2407,Return application back to applicant,2024-03-13 03:32:58.745,,Receive updated application
2408,start_event_Loan  application received,2024-03-14 03:29:49.538,,Check  application  form completeness
2408,Check  application  form completeness,2024-03-14 04:38:56.057,,Verify repayment agreement
2408,Verify repayment agreement,2024-03-14 04:38:56.057,True,Check credit history
2408,Check credit history,2024-03-14 04:59:30.668,,Appraise property
2408,Appraise property,2024-03-14 06:56:16.767,,Assess loan risk
2408,Assess loan risk,2024-03-14 07:22:48.596,,Assess eligibility
2408,Assess eligibility,2024-03-14 08:11:57.647,,Check if home insurance quote is requested
2409,start_event_Loan  application received,2024-03-14 16:11:57.190,,Check  application  form completeness
2409,Check  application  form completeness,2024-03-14 16:37:28.270,,Appraise property
2409,Appraise property,2024-03-14 17:43:50.510,,Check credit history
2409,Check credit history,2024-03-14 18:12:49.533,,Assess loan risk
2409,Assess loan risk,2024-03-14 18:35:44.166,,Assess eligibility
2409,Assess eligibility,2024-03-14 20:09:25.172,,Reject application
2409,Reject application,2024-03-14 21:06:29.472,,end_event_Loan application rejected
2410,start_event_Loan  application received,2024-03-14 16:53:23.861,,Check  application  form completeness
2410,Check  application  form completeness,2024-03-14 17:57:12.098,,Check credit history
2410,Check credit history,2024-03-14 18:56:07.870,,Assess loan risk
2410,Assess loan risk,2024-03-14 20:19:26.252,,Appraise property
2410,Appraise property,2024-03-14 22:25:34.585,,Assess eligibility
2410,Assess eligibility,2024-03-15 00:42:05.216,,Reject application
2410,Reject application,2024-03-15 01:39:55.151,,end_event_Loan application rejected
2411,start_event_Loan  application received,2024-03-14 18:28:14.914,,Check  application  form completeness
2411,Check  application  form completeness,2024-03-14 19:34:03.968,,Appraise property
2411,Appraise property,2024-03-14 22:37:49.951,,Check credit history
2411,Check credit history,2024-03-14 23:11:52.745,,end_event_Loan  application canceled
2411,end_event_Loan  application canceled,2024-03-14 23:11:52.745,True,Assess loan risk
2411,Assess loan risk,2024-03-14 23:59:45.087,,Assess eligibility
2411,Assess eligibility,2024-03-15 01:26:49.882,,Check if home insurance quote is requested
2412,start_event_Loan  application received,2024-03-16 14:33:24.956,,Check  application  form completeness
2412,Check  application  form completeness,2024-03-16 14:53:31.717,,Check credit history
2412,Check credit history,2024-03-16 15:22:52.810,,Appraise property
2412,Appraise property,2024-03-16 15:26:53.504,,Assess loan risk
2412,Assess loan risk,2024-03-16 15:41:19.785,,Assess eligibility
2412,Assess eligibility,2024-03-16 16:30:45.059,,Check if home insurance quote is requested
2412,Check if home insurance quote is requested,2024-03-16 22:06:51.442,,Send home insurance quote
2413,start_event_Loan  application received,2024-03-16 15:21:02.166,,Check  application  form completeness
2413,Check  application  form completeness,2024-03-16 16:52:55.673,,Return application back to applicant
2413,Return application back to applicant,2024-03-16 17:47:33.687,,Receive updated application
2413,Receive updated application,2024-03-16 18:00:56.952,,Check  application  form completeness
2413,Check  application  form completeness,2024-03-16 22:02:48.257,,Check credit history
2413,Check credit history,2024-03-16 22:09:17.529,,Assess loan risk
2413,Assess loan risk,2024-03-16 22:51:06.125,,Appraise property
2414,start_event_Loan  application received,2024-03-19 13:18:01.690,,Check  application  form completeness
2414,Check  application  form completeness,2024-03-19 13:59:57.869,,Return application back to applicant
2414,Return application back to applicant,2024-03-19 14:10:23.044,,Receive updated application
2414,Receive updated application,2024-03-19 15:20:29.100,,Check  application  form completeness
2414,Check  application  form completeness,2024-03-19 15:34:19.706,,Check credit history
2414,Check credit history,2024-03-19 16:28:17.611,,Assess loan risk
2414,Assess loan risk,2024-03-19 16:42:30.999,,Appraise property
2415,start_event_Loan  application received,2024-03-20 08:11:19.863,,start_event_Loan  application received
2415,start_event_Loan  application received,2024-03-20 08:11:19.863,True,Check  application  form completeness
2415,Check  application  form completeness,2024-03-20 10:01:34.634,,Return application back to applicant
2415,Return application back to applicant,2024-03-20 10:25:44.091,,Receive updated application
2415,Receive updated application,2024-03-20 16:25:35.081,,Check  application  form completeness
2415,Check  application  form completeness,2024-03-20 22:33:14.523,,Return application back to applicant
2415,Return application back to applicant,2024-03-20 23:59:04.357,,end_event_Loan  application canceled
2416,start_event_Loan  application received,2024-03-20 17:23:58.241,,Check  application  form completeness
2416,Check  application  form completeness,2024-03-20 17:48:56.812,,Check credit history
2416,Check credit history,2024-03-20 19:04:57.023,,Appraise property
2416,Appraise property,2024-03-20 19:40:55.367,,Verify repayment agreement
2416,Verify repayment agreement,2024-03-20 19:40:55.367,True,Assess loan risk
2416,Assess loan risk,2024-03-20 20:00:36.405,,Assess eligibility
2416,Assess eligibility,2024-03-20 20:09:17.065,,Assess loan risk
2417,start_event_Loan  application received,2024-03-21 12:53:35.159,,Check  application  form completeness
2417,Check  application  form completeness,2024-03-21 13:19:44.123,,Appraise property
2417,Appraise property,2024-03-21 13:19:46.115,,Check credit history
2417,Check credit history,2024-03-21 13:27:43.615,,Assess loan risk
2417,Assess loan risk,2024-03-21 15:14:10.979,,Assess eligibility
2417,Assess eligibility,2024-03-21 15:39:28.327,,Check if home insurance quote is requested
2417,Check if home insurance quote is requested,2024-03-21 15:57:44.269,,Send acceptance pack
2418,start_event_Loan  application received,2024-03-22 16:12:20.132,,Check  application  form completeness
2418,Check  application  form completeness,2024-03-22 17:14:19.368,,Check credit history
2418,Check credit history,2024-03-22 17:47:58.935,,Appraise property
2418,Appraise property,2024-03-22 17:56:14.765,,Assess loan risk
2418,Assess loan risk,2024-03-22 21:10:58.809,,Reject application
2418,Reject application,2024-03-22 21:10:58.809,True,Assess eligibility
2418,Assess eligibility,2024-03-22 23:25:05.472,,Check if home insurance quote is requested
2419,Reject application,2024-03-23 03:51:30.079,True,start_event_Loan  application received
2419,start_event_Loan  application received,2024-03-24 06:36:03.834,,Check  application  form completeness
2419,Check  application  form completeness,2024-03-24 06:57:11.449,,Check credit history
2419,Check credit history,2024-03-24 07:10:25.377,,Appraise property
2419,Appraise property,2024-03-24 07:34:01.930,,Assess loan risk
2419,Assess loan risk,2024-03-24 08:25:56.456,,Assess eligibility
2419,Assess eligibility,2024-03-24 08:29:11.858,,Reject application
2420,start_event_Loan  application received,2024-03-24 09:36:47.748,,Check  application  form completeness
2420,Check  application  form completeness,2024-03-24 12:12:20.483,,Check credit history
2420,Check credit history,2024-03-24 12:44:27.156,,Appraise property
2420,Appraise property,2024-03-24 12:54:56.412,,Assess loan risk
2420,Assess loan risk,2024-03-24 14:23:47.714,,Assess eligibility
2420,Assess eligibility,2024-03-24 15:08:03.019,,Check credit history
2420,Check credit history,2024-03-24 15:08:03.019,True,Check if home insurance quote is requested
2421,start_event_Loan  application received,2024-03-24 17:46:59.197,,Check  application  form completeness
2421,Check  application  form completeness,2024-03-24 18:03:25.714,,Check credit history
2421,Check credit history,2024-03-24 18:05:12.909,,Assess loan risk
2421,Assess loan risk,2024-03-24 18:16:09.306,,Appraise property
2421,Appraise property,2024-03-24 18:21:44.926,,Assess eligibility
2421,Assess eligibility,2024-03-24 19:05:44.988,,Check if home insurance quote is requested
2421,Check if home insurance quote is requested,2024-03-24 21:37:35.699,,Send acceptance pack
2422,start_event_Loan  application received,2024-03-27 15:13:08.334,,end_event_Loan application rejected
2422,end_event_Loan application rejected,2024-03-27 15:13:08.334,True,Check  application  form completeness
2422,Check  application  form completeness,2024-03-27 15:21:11.873,,Return application back to applicant
2422,Return application back to applicant,2024-03-27 15:39:59.148,,Receive updated application
2422,Receive updated application,2024-03-27 18:45:56.452,,Check  application  form completeness
2422,Check  application  form completeness,2024-03-27 19:39:16.631,,Appraise property
2422,Appraise property,2024-03-27 20:08:45.157,,Check credit history
2423,start_event_Loan  application received,2024-03-28 08:31:40.064,,Check  application  form completeness
2423,Check  application  form completeness,2024-03-28 08:55:26.249,,Return application back to applicant
2423,Return application back to applicant,2024-03-28 10:04:43.653,,Receive updated application
2423,Receive updated application,2024-03-28 10:12:38.787,,Check  application  form completeness
2423,Check  application  form completeness,2024-03-28 11:09:21.100,,Check credit history
2423,Check credit history,2024-03-28 13:49:12.656,,Assess loan risk
2423,Assess loan risk,2024-03-28 14:58:20.999,,Appraise property
2424,start_event_Loan  application received,2024-03-28 12:32:43.527,,Check  application  form completeness
2424,Check  application  form completeness,2024-03-28 13:01:11.485,,Check credit history
2424,Check credit history,2024-03-28 13:43:16.617,,Appraise property
2424,Appraise property,2024-03-28 16:38:40.415,,Assess loan risk
2424,Assess loan risk,2024-03-28 19:03:10.059,,Send acceptance pack
2424,Send acceptance pack,2024-03-28 19:03:10.059,True,Assess eligibility
2424,Assess eligibility,2024-03-28 20:35:16.879,,Reject application
2425,start_event_Loan  application received,2024-03-29 22:04:25.912,,Check  application  form completeness
2425,Check  application  form completeness,2024-03-29 22:17:50.840,,Check credit history
2425,Check credit history,2024-03-29 22:48:56.701,,Appraise property
2425,Appraise property,2024-03-29 22:54:53.142,,Assess loan risk
2425,Assess loan risk,2024-03-29 23:26:03.332,,Assess eligibility
2425,Assess eligibility,2024-03-30 00:01:53.623,,Check if home insurance quote is requested
2425,Check if home insurance quote is requested,2024-03-30 00:05:23.878,,Send home insurance quote
2426,start_event_Loan  application received,2024-03-30 20:23:20.932,,Check  application  form completeness
2426,Check  application  form completeness,2024-03-30 22:30:30.126,,Return application back to applicant
2426,Return application back to applicant,2024-03-30 23:08:59.596,,Receive updated application
2426,Receive updated application,2024-03-30 23:13:07.394,,Check  application  form completeness
2426,Check  application  form completeness,2024-03-31 00:38:37.090,,Return application back to applicant
2426,Return application back to applicant,2024-03-31 00:42:22.819,,Approve application
2426,Approve application,2024-03-31 00:42:22.819,True,end_event_Loan application rejected
2427,start_event_Loan  application received,2024-03-31 00:39:12.052,,Check  application  form completeness
2427,Check  application  form completeness,2024-03-31 01:16:15.836,,Return application back to applicant
2427,Return application back to applicant,2024-03-31 01:26:47.101,,Receive updated application
2427,Receive updated application,2024-03-31 07:57:51.794,,Check  application  form completeness
2427,Check  application  form completeness,2024-03-31 07:58:35.152,,Return application back to applicant
2427,Return application back to applicant,2024-03-31 08:56:18.024,,Receive updated application
2427,Receive updated application,2024-03-31 11:00:55.551,,Check  application  form completeness
2428,start_event_Loan  application received,2024-03-31 06:28:45.380,,Check  application  form completeness
2428,Check  application  form completeness,2024-03-31 06:54:05.163,,Return application back to applicant
2428,Return application back to applicant,2024-03-31 08:13:35.285,,Receive updated application
2428,Receive updated application,2024-03-31 08:58:30.761,,Approve application
2428,Approve application,2024-03-31 08:58:30.761,True,Check  application  form completeness
2428,Check  application  form completeness,2024-03-31 09:42:25.021,,Return application back to applicant
2428,Return application back to applicant,2024-03-31 09:48:06.794,,Receive updated application
2429,start_event_Loan  application received,2024-04-01 15:05:01.813,,Check  application  form completeness
2429,Check  application  form completeness,2024-04-01 15:31:54.492,,Return application back to applicant
2429,Return application back to applicant,2024-04-01 15:40:24.194,,Receive updated application
2429,Receive updated application,2024-04-01 16:28:57.761,,Check  application  form completeness
2429,Check  application  form completeness,2024-04-01 16:55:28.010,,Return application back to applicant
2429,Return application back to applicant,2024-04-01 20:18:31.860,,Receive updated application
2429,Receive updated application,2024-04-01 21:03:05.592,,end_event_Loan  application approved
2430,Send home insurance quote,2024-04-02 05:07:40.803,True,start_event_Loan  application received
2430,start_event_Loan  application received,2024-04-02 16:04:28.846,,Check  application  form completeness
2430,Check  application  form completeness,2024-04-02 16:52:08.777,,Return application back to applicant
2430,Return application back to applicant,2024-04-02 16:58:43.231,,Receive updated application
2430,Receive updated application,2024-04-02 17:24:40.249,,Check  application  form completeness
2430,Check  application  form completeness,2024-04-02 17:48:29.182,,Appraise property
2430,Appraise property,2024-04-02 18:33:26.494,,Send home insurance quote
2431,start_event_Loan  application received,2024-04-02 18:41:34.199,,Check  application  form completeness
2431,Check  application  form completeness,2024-04-02 20:42:11.570,,Return application back to applicant
2431,Return application back to applicant,2024-04-02 21:35:03.598,,Receive updated application
2431,Receive updated application,2024-04-02 21:37:46.264,,Check  application  form completeness
2431,Check  application  form completeness,2024-04-02 22:22:44.725,,Appraise property
2431,Appraise property,2024-04-02 22:26:22.487,,Check credit history
2431,Check credit history,2024-04-02 23:00:36.796,,Assess loan risk
2432,start_event_Loan  application received,2024-04-03 08:18:50.589,,Check  application  form completeness
2432,Check  application  form completeness,2024-04-03 08:41:10.080,,Reject application
2432,Reject application,2024-04-03 08:41:10.080,True,Return application back to applicant
2432,Return application back to applicant,2024-04-03 08:46:08.950,,Receive updated application
2432,Receive updated application,2024-04-03 10:07:25.308,,Check  application  form completeness
2432,Check  application  form completeness,2024-04-03 11:10:54.740,,Return application back to applicant
2432,Return application back to applicant,2024-04-03 11:38:46.199,,Receive updated application
2433,start_event_Loan  application received,2024-04-05 01:40:21.408,,Check  application  form completeness
2433,Check  application  form completeness,2024-04-05 01:52:10.853,,Return application back to applicant
2433,Return application back to applicant,2024-04-05 05:55:56.869,,Receive updated application
2433,Receive updated application,2024-04-05 06:02:19.205,,Check  application  form completeness
2433,Check  application  form completeness,2024-04-05 06:02:54.980,,Return application back to applicant
2433,Return application back to applicant,2024-04-05 06:19:00.843,,Receive updated application
2433,Receive updated application,2024-04-05 06:46:26.987,,Check  application  form completeness
2434,start_event_Loan  application received,2024-04-05 07:17:50.170,,Check  application  form completeness
2434,Check  application  form completeness,2024-04-05 07:52:57.505,,Check credit history
2434,Check credit history,2024-04-05 08:30:47.556,,Assess loan risk
2434,Assess loan risk,2024-04-05 09:46:31.543,,Appraise property
2434,Appraise property,2024-04-05 09:52:39.770,,Assess eligibility
2434,Assess eligibility,2024-04-05 10:00:20.317,,Reject application
2434,Reject application,2024-04-05 12:25:38.423,,end_event_Loan application rejected
2435,start_event_Loan  application received,2024-04-05 12:06:45.501,,Receive updated application
2435,Receive updated application,2024-04-05 12:06:45.501,True,Check  application  form completeness
2435,Check  application  form completeness,2024-04-05 12:44:34.042,,Check credit history
2435,Check credit history,2024-04-05 12:47:58.926,,Reject application
2435,Reject application,2024-04-05 12:47:58.926,True,Appraise property
2435,Appraise property,2024-04-05 12:58:13.362,,Return application back to applicant
2435,Return application back to applicant,2024-04-05 13:35:12.597,True,Assess loan risk
2436,start_event_Loan  application received,2024-04-05 14:28:08.864,,Check  application  form completeness
2436,Check  application  form completeness,2024-04-05 16:36:14.537,,Check credit history
2436,Check credit history,2024-04-05 16:54:15.833,,Appraise property
2436,Appraise property,2024-04-05 17:09:17.254,,Assess loan risk
2436,Assess loan risk,2024-04-05 17:17:43.483,,Assess eligibility
2436,Assess eligibility,2024-04-05 18:14:06.603,,Reject application
2436,Reject application,2024-04-05 18:46:43.336,,end_event_Loan application rejected
2437,start_event_Loan  application received,2024-04-05 16:05:07.553,,Check  application  form completeness
2437,Check  application  form completeness,2024-04-05 16:26:58.150,,Return application back to applicant
2437,Return application back to applicant,2024-04-05 17:49:01.576,,start_event_Loan  application received
2437,start_event_Loan  application received,2024-04-05 17:49:01.576,True,Receive updated application
2437,Receive updated application,2024-04-05 18:48:23.518,,Check  application  form completeness
2437,Check  application  form completeness,2024-04-05 20:28:58.493,,Check credit history
2437,Check credit history,2024-04-05 21:06:02.677,,Reject application
2438,start_event_Loan  application received,2024-04-08 01:24:16.645,,Check  application  form completeness
2438,Check  application  form completeness,2024-04-08 01:41:44.353,,Check credit history
2438,Check credit history,2024-04-08 02:06:22.248,,Assess loan risk
2438,Assess loan risk,2024-04-08 02:34:46.218,,end_event_Loan  application canceled
2438,end_event_Loan  application canceled,2024-04-08 02:34:46.218,True,Appraise property
2438,Appraise property,2024-04-08 02:38:32.287,,Assess eligibility
2438,Assess eligibility,2024-04-08 03:17:52.873,,Reject application
2439,start_event_Loan  application received,2024-04-08 04:28:22.587,,Check  application  form completeness
2439,Check  application  form completeness,2024-04-08 05:04:34.290,,Appraise property
2439,Appraise property,2024-04-08 05:52:45.583,,Check if home insurance quote is requested
2439,Check if home insurance quote is requested,2024-04-08 05:52:45.583,True,Check credit history
2439,Check credit history,2024-04-08 06:00:25.574,,Assess loan risk
2439,Assess loan risk,2024-04-08 07:42:05.912,,Assess eligibility
2439,Assess eligibility,2024-04-08 08:33:38.655,,Reject application
2440,start_event_Loan  application received,2024-04-08 06:13:02.434,,Check  application  form completeness
2440,Check  application  form completeness,2024-04-08 06:26:29.614,,Appraise property
2440,Appraise property,2024-04-08 06:54:42.644,,Send home insurance quote
2440,Send home insurance quote,2024-04-08 06:54:42.644,True,Check credit history
2440,Check credit history,2024-04-08 09:46:50.105,,Assess loan risk
2440,Assess loan risk,2024-04-08 10:28:09.214,,Assess eligibility
2440,Assess eligibility,2024-04-08 11:42:48.319,,Reject application
2441,start_event_Loan  application received,2024-04-08 21:36:46.608,,Check  application  form completeness
2441,Check  application  form completeness,2024-04-08 23:59:43.892,,Appraise property
2441,Appraise property,2024-04-09 00:38:25.713,,Check credit history
2441,Check credit history,2024-04-09 01:23:34.497,,Assess loan risk
2441,Assess loan risk,2024-04-09 01:46:05.245,,Assess eligibility
2441,Assess eligibility,2024-04-09 02:47:13.723,,Check if home insurance quote is requested
2441,Check if home insurance quote is requested,2024-04-09 03:22:07.432,,Send acceptance pack
2442,start_event_Loan  application received,2024-04-09 20:07:27.873,,Check  application  form completeness
2442,Check  application  form completeness,2024-04-09 23:10:14.751,,Appraise property
2442,Appraise property,2024-04-09 23:46:39.338,,Check credit history
2442,Check credit history,2024-04-10 00:25:51.137,,Assess loan risk
2442,Assess loan risk,2024-04-10 00:44:47.287,,end_event_Loan  application canceled
2442,end_event_Loan  application canceled,2024-04-10 00:44:47.287,True,Assess eligibility
2442,Assess eligibility,2024-04-10 02:14:54.368,,Check if home insurance quote is requested
2443,Send home insurance quote,2024-04-10 11:00:51.939,True,start_event_Loan  application received
2443,start_event_Loan  application received,2024-04-10 14:43:51.223,,Verify repayment agreement
2443,Verify repayment agreement,2024-04-10 14:43:51.223,True,Check  application  form completeness
2443,Check  application  form completeness,2024-04-10 15:05:55.076,,Check credit history
2443,Check credit history,2024-04-10 16:18:06.451,,Appraise property
2443,Appraise property,2024-04-10 16:52:41.881,,Assess loan risk
2443,Assess loan risk,2024-04-10 16:55:30.774,,Assess eligibility
2444,start_event_Loan  application received,2024-04-10 20:37:54.530,,Check  application  form completeness
2444,Check  application  form completeness,2024-04-10 20:48:45.301,,Return application back to applicant
2444,Return application back to applicant,2024-04-10 23:56:28.105,,Receive updated application
2444,Receive updated application,2024-04-11 00:24:33.793,,Check  application  form completeness
2444,Check  application  form completeness,2024-04-11 00:35:20.489,,Check credit history
2444,Check credit history,2024-04-11 01:17:20.590,,Appraise property
2444,Appraise property,2024-04-11 01:35:03.132,,Assess loan risk
2445,start_event_Loan  application received,2024-04-12 14:55:17.386,,Check  application  form completeness
2445,Check  application  form completeness,2024-04-12 15:24:09.557,,Return application back to applicant
2445,Return application back to applicant,2024-04-12 15:36:30.580,,Receive updated application
2445,Receive updated application,2024-04-12 16:07:37.086,,Check  application  form completeness
2445,Check  application  form completeness,2024-04-12 19:20:02.248,,Check credit history
2445,Check credit history,2024-04-12 20:32:39.340,,Verify repayment agreement
2445,Verify repayment agreement,2024-04-12 20:32:39.340,True,Appraise property
2446,start_event_Loan  application received,2024-04-13 17:25:39.952,,Check  application  form completeness
2446,Check  application  form completeness,2024-04-13 18:51:28.332,,Return application back to applicant
2446,Return application back to applicant,2024-04-13 20:03:26.182,,Receive updated application
2446,Receive updated application,2024-04-13 21:18:33.560,,Assess eligibility
2446,Assess eligibility,2024-04-13 21:18:33.560,True,Check  application  form completeness
2446,Check  application  form completeness,2024-04-13 22:16:11.294,,Appraise property
2446,Appraise property,2024-04-13 22:59:01.592,,Check credit history
2447,start_event_Loan  application received,2024-04-14 17:23:09.958,,Check  application  form completeness
2447,Check  application  form completeness,2024-04-14 18:28:30.103,,Return application back to applicant
2447,Return application back to applicant,2024-04-14 19:29:02.791,,Receive updated application
2447,Receive updated application,2024-04-14 19:53:47.935,,Check  application  form completeness
2447,Check  application  form completeness,2024-04-14 20:25:18.524,,Check credit history
2447,Check credit history,2024-04-14 20:53:54.092,,Appraise property
2447,Appraise property,2024-04-14 20:54:40.099,,Assess loan risk
2448,Send acceptance pack,2024-04-15 03:19:53.580,True,start_event_Loan  application received
2448,start_event_Loan  application received,2024-04-15 03:38:05.785,,Check  application  form completeness
2448,Check  application  form completeness,2024-04-15 04:18:44.659,,Check credit history
2448,Check credit history,2024-04-15 04:29:02.392,,Appraise property
2448,Appraise property,2024-04-15 05:14:10.402,,Assess loan risk
2448,Assess loan risk,2024-04-15 05:15:47.260,,end_event_Loan  application canceled
2448,end_event_Loan  application canceled,2024-04-15 05:15:47.260,True,Assess eligibility
2449,Verify repayment agreement,2024-04-15 10:32:09.819,True,start_event_Loan  application received
2449,start_event_Loan  application received,2024-04-15 20:05:22.959,,Check  application  form completeness
2449,Check  application  form completeness,2024-04-15 20:48:24.687,,Return application back to applicant
2449,Return application back to applicant,2024-04-16 00:25:08.542,,Receive updated application
2449,Receive updated application,2024-04-16 01:08:50.833,,Approve application
2449,Approve application,2024-04-16 01:08:50.833,True,Check  application  form completeness
2449,Check  application  form completeness,2024-04-16 01:40:13.813,,Return application back to applicant
2450,start_event_Loan  application received,2024-04-16 20:09:13.898,,Check  application  form completeness
2450,Check  application  form completeness,2024-04-16 20:58:55.538,,Appraise property
2450,Appraise property,2024-04-16 21:07:33.928,,Check credit history
2450,Check credit history,2024-04-16 23:19:44.185,,Assess loan risk
2450,Assess loan risk,2024-04-16 23:50:15.724,,Assess eligibility
2450,Assess eligibility,2024-04-16 23:58:37.226,,Reject application
2450,Reject application,2024-04-17 00:25:46.375,,end_event_Loan application rejected
2451,start_event_Loan  application received,2024-04-16 23:56:01.278,,Check  application  form completeness
2451,Check  application  form completeness,2024-04-17 00:33:27.079,,Check credit history
2451,Check credit history,2024-04-17 00:38:42.879,,Approve application
2451,Approve application,2024-04-17 00:54:47.334,True,Appraise property
2451,Appraise property,2024-04-17 01:23:57.680,,Assess loan risk
2451,Assess loan risk,2024-04-17 01:30:54.290,,Assess eligibility
2451,Assess eligibility,2024-04-17 02:25:58.082,,Reject application
2452,start_event_Loan  application received,2024-04-17 05:50:34.391,,Check  application  form completeness
2452,Check  application  form completeness,2024-04-17 06:01:40.078,,Return application back to applicant
2452,Return application back to applicant,2024-04-17 06:59:25.883,,Send acceptance pack
2452,Send acceptance pack,2024-04-17 06:59:25.883,True,Receive updated application
2452,Receive updated application,2024-04-17 07:58:32.910,,Check  application  form completeness
2452,Check  application  form completeness,2024-04-17 08:27:16.269,,Appraise property
2452,Appraise property,2024-04-17 08:37:21.043,,Check credit history
2453,start_event_Loan  application received,2024-04-17 09:12:53.477,,Check  application  form completeness
2453,Check  application  form completeness,2024-04-17 09:45:15.156,,Check credit history
2453,Check credit history,2024-04-17 10:20:20.385,,Appraise property
2453,Appraise property,2024-04-17 10:39:49.003,,Assess loan risk
2453,Assess loan risk,2024-04-17 11:29:43.929,,end_event_Loan  application approved
2453,end_event_Loan  application approved,2024-04-17 11:29:43.929,True,Assess eligibility
2453,Assess eligibility,2024-04-17 11:43:38.690,,Check if home insurance quote is requested
2454,start_event_Loan  application received,2024-04-17 18:49:54.819,,Check  application  form completeness
2454,Check  application  form completeness,2024-04-17 19:42:23.864,,Check credit history
2454,Check credit history,2024-04-17 20:04:24.871,,Assess loan risk
2454,Assess loan risk,2024-04-17 20:28:26.869,,Appraise property
2454,Appraise property,2024-04-17 20:58:55.673,,Assess eligibility
2454,Assess eligibility,2024-04-17 21:16:23.509,,Check if home insurance quote is requested
2454,Check if home insurance quote is requested,2024-04-17 22:30:46.233,,Send home insurance quote
2455,start_event_Loan  application received,2024-04-20 19:52:36.851,,Check  application  form completeness
2455,Check  application  form completeness,2024-04-20 21:48:14.735,,Appraise property
2455,Appraise property,2024-04-20 22:18:58.937,,Check credit history
2455,Check credit history,2024-04-20 23:22:48.788,,Assess loan risk
2455,Assess loan risk,2024-04-20 23:37:51.288,,Assess eligibility
2455,Assess eligibility,2024-04-21 00:44:03.395,,Reject application
2455,Reject application,2024-04-21 01:06:30.378,,end_event_Loan application rejected
2456,start_event_Loan  application received,2024-04-20 22:35:44.246,,Check  application  form completeness
2456,Check  application  form completeness,2024-04-20 22:41:02.812,,Return application back to applicant
2456,Return application back to applicant,2024-04-20 23:09:39.761,,Receive updated application
2456,Receive updated application,2024-04-21 00:31:53.467,,Check  application  form completeness
2456,Check  application  form completeness,2024-04-21 00:37:16.468,,Return application back to applicant
2456,Return application back to applicant,2024-04-21 01:21:59.784,,Receive updated application
2456,Receive updated application,2024-04-21 02:23:30.193,,Check  application  form completeness
2457,start_event_Loan  application received,2024-04-21 13:45:47.076,,Check  application  form completeness
2457,Check  application  form completeness,2024-04-21 16:18:23.003,,Return application back to applicant
2457,Return application back to applicant,2024-04-21 17:17:15.406,,Receive updated application
2457,Receive updated application,2024-04-21 17:44:16.301,,Check  application  form completeness
2457,Check  application  form completeness,2024-04-21 18:24:05.373,,Appraise property
2457,Appraise property,2024-04-21 18:40:11.753,,Assess loan risk
2457,Assess loan risk,2024-04-21 18:40:11.753,True,Check credit history
2458,start_event_Loan  application received,2024-04-21 17:56:42.664,,Check  application  form completeness
2458,Check  application  form completeness,2024-04-21 18:57:27.032,,Appraise property
2458,Appraise property,2024-04-21 19:44:07.050,,Check credit history
2458,Check credit history,2024-04-21 21:27:10.729,,Assess loan risk
2458,Assess loan risk,2024-04-21 21:38:10.131,,Assess eligibility
2458,Assess eligibility,2024-04-21 22:40:28.837,,Reject application
2458,Reject application,2024-04-21 22:45:26.292,,end_event_Loan application rejected
2459,start_event_Loan  application received,2024-04-21 21:28:43.370,,Check  application  form completeness
2459,Check  application  form completeness,2024-04-21 22:55:09.567,,end_event_Loan  application canceled
2459,end_event_Loan  application canceled,2024-04-21 22:55:09.567,True,Return application back to applicant
2459,Return application back to applicant,2024-04-21 23:07:08.387,,Receive updated application
2459,Receive updated application,2024-04-21 23:30:50.087,,Check  application  form completeness
2459,Check  application  form completeness,2024-04-22 00:32:54.178,,Return application back to applicant
2459,Return application back to applicant,2024-04-22 00:42:29.456,,Receive updated application
2460,start_event_Loan  application received,2024-04-21 23:44:52.099,,Check  application  form completeness
2460,Check  application  form completeness,2024-04-22 01:02:21.315,,Appraise property
2460,Appraise property,2024-04-22 01:32:56.936,,Check credit history
2460,Check credit history,2024-04-22 04:31:51.535,,Assess loan risk
2460,Assess loan risk,2024-04-22 05:58:37.379,,Assess eligibility
2460,Assess eligibility,2024-04-22 09:12:20.247,,Check if home insurance quote is requested
2460,Check if home insurance quote is requested,2024-04-22 09:49:32.356,,Send acceptance pack
2461,start_event_Loan  application received,2024-04-24 00:13:50.869,,Check  application  form completeness
2461,Check  application  form completeness,2024-04-24 00:40:55.400,,Appraise property
2461,Appraise property,2024-04-24 01:43:26.397,,Check credit history
